id,title,especie,raza,sexo,peligroso,fechaNacimiento,capa,tamagno,foto,lugar,disponibilidad,identificadoIngreso,microchip,pasaporteISO,pasaporteNum,rabia,esterilizado,enCMPA,creationDate,lastUpdated,cartilla,fechaRabia,lugarEsterilizacion,fechaEsterilizacion,caracter,description,chenil,espacio,foto2
4310,GURRION,Felina,COMÚN EUROPEO,Macho,N,2018-08-27T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4310_1661580077417.png,Cuarentena,Disponible,N,,,,N,N,S,2022-08-27T08:01:17,2022-08-27T08:01:17,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4310_1661580077417.png
4408,COTTON,Canina,,Macho,,2016-07-16T00:00:00,,,/cont/paginas/proteccionanimal/animal/imagen/4408_1665658952964.png,Cuarentena,Disponible,S,941000021340147,ES,020240661,S,S,S,2022-10-13T13:02:32,2023-02-20T10:53:43,,2021-10-27T00:00:00,En el CMPA,2023-02-20T00:00:00,Bueno,,12,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4408_1665658952964.png
4531,FLUKY,Canina,MESTIZO,Macho,N,2021-12-01T00:00:00,Acero Y Fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4531_1669890525380.png,Cuarentena,Disponible,N,992000002075966,ES,020366360,N,S,S,2022-12-01T09:17:32,2023-02-09T11:41:19,,2022-12-01T00:00:00,En el CMPA,2023-02-09T00:00:00,Bueno,,7,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4531_1669890525380.png
4532,MIRTA,Canina,MESTIZO,Hembra,,2021-12-01T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4532_1669890239650.png,Cuarentena,Disponible,N,992000002075967,ES,020366361,N,N,S,2022-12-01T09:53:04,2022-12-27T12:06:08,,2022-12-01T00:00:00,,,Bueno,,9,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4532_1669890239650.png
4550,NALA,Felina,COMÚN EUROPEO,Hembra,N,2022-09-01T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4550_1671019461921.png,Casa de Acogida,Disponible,N,992000002075947,,,N,N,S,2022-12-14T13:04:21,2022-12-14T13:04:21,AR0060219,2022-12-14T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4550_1671019461921.png
4582,GRISELDO,Felina,COMÚN EUROPEO,Hembra,N,2020-12-22T00:00:00,Gris,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4582_1671692097559.png,Cuarentena,Disponible,N,992000002075944,,,N,S,S,2022-12-22T07:54:57,2023-02-10T10:48:48,AR0057978,2022-12-21T00:00:00,En el CMPA,2023-02-10T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4582_1671692097559.png
4593,SNOW,Felina,COMÚN EUROPEO,Macho,N,2022-05-20T00:00:00,Blanco,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4593_1672391909239.png,Casa de Acogida,Disponible,N,992000002075894,,,N,N,S,2022-12-30T10:18:29,2022-12-30T10:18:29,AR0057088,2022-12-30T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4593_1672391909239.png
4607,HAPPY,Felina,COMÚN EUROPEO,Hembra,N,2022-04-10T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4607_1673345442020.png,Casa de Acogida,Disponible,N,992000002075750,,,N,N,S,2023-01-10T11:10:42,2023-01-16T09:57:45,AR0057091,2023-01-10T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4607_1673345442020.png
4613,NERVI,Canina,MESTIZO,Macho,N,2022-01-14T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4613_1673682928797.png,Cuarentena,Disponible,N,992000002075743,ES,020366312,N,S,S,2023-01-14T08:55:28,2023-02-16T13:41:45,,2023-01-14T00:00:00,En el CMPA,2023-02-16T00:00:00,Nervioso,,5,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4613_1673682928797.png
4401,TIGRA,Felina,COMÚN EUROPEO,Hembra,N,2022-04-11T00:00:00,Atigrado,,/cont/paginas/proteccionanimal/animal/imagen/4401_1665477613707.png,Casa de Acogida,Disponible,N,992000001059843,,,N,N,S,2022-10-11T10:40:13,2022-11-10T12:36:08,AR0056263,2022-10-11T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4401_1665477613707.png
4453,PERSY,Felina,COMÚN EUROPEO,Macho,N,2022-06-13T00:00:00,Blanco,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4453_1666696141099.png,Casa de Acogida,Disponible,N,992000001059860,,,N,N,S,2022-10-25T13:09:01,2022-10-29T11:08:01,AR0056273,2022-10-25T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4453_1666696141099.png
4454,AGALLAS,Canina,MESTIZO,Macho,S,2020-11-16T00:00:00,Crema,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4454_1666699213789.png,Guardería,Disponible,N,992000001059795,ES,020366367,N,N,S,2022-10-25T14:00:13,2022-12-31T11:14:26,,2022-11-16T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4454_1666699213789.png
4458,CHEFA,Canina,MESTIZO,Hembra,N,2020-10-27T00:00:00,Blanco y canela,,/cont/paginas/proteccionanimal/animal/imagen/4458_1666856918788.png,Cuarentena,Disponible,N,992000001059856,ES,020366397,N,N,S,2022-10-27T09:48:38,2022-11-10T14:19:38,,2022-11-10T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4458_1666856918788.png
4459,CHARDO,Canina,MESTIZO,Macho,N,2020-10-27T00:00:00,Blanco y marrón,,/cont/paginas/proteccionanimal/animal/imagen/4459_1666857146592.png,Cuarentena,Disponible,N,992000001059850,ES,020366398,N,N,S,2022-10-27T09:52:26,2022-11-10T14:18:02,,2022-11-10T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4459_1666857146592.png
4505,ABU,Felina,COMUN EUROPEO,Macho,N,2022-03-17T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4505_1668686944344.png,Casa de Acogida,Disponible,N,992000001059791,,,N,N,S,2022-11-17T13:09:04,2022-11-24T08:57:32,AR0057941,2022-11-17T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4505_1668686944344.png
4536,WILLOW,Felina,COMÚN EUROPEO,Macho,N,2022-12-03T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4536_1670073082173.png,Casa de Acogida,Disponible,N,992000002075849,,,N,N,N,2022-12-03T14:11:22,2022-12-03T14:11:22,AR0060302,2022-07-30T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4536_1670073082173.png
4562,KIN,Felina,COMÚN EUROPEO,Hembra,N,2022-10-10T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4562_1671106791855.png,Casa de Acogida,Disponible,N,992000002076054,,,N,N,S,2022-12-15T13:19:51,2023-01-05T14:40:47,AR0060216,,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4562_1671106791855.png
4362,BOB MARLEY,Felina,COMÚN EUROPEO,Macho,N,2022-08-08T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4362_1663243371144.png,Casa de Acogida,Disponible,N,941010000789907,,,N,N,S,2022-09-15T13:57:26,2022-09-20T08:50:49,AR0057922,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4362_1663243371144.png
4413,BLACKY,Canina,MESTIZO,Hembra,N,2021-08-03T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4413_1665825801057.png,Cuarentena,Disponible,N,941010000709652,ES,020366635,N,N,S,2022-10-15T11:23:21,2022-11-04T08:53:43,,2022-08-03T00:00:00,,,,,8,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4413_1665825801057.png
4469,ORION,Felina,COMÚN EUROPEO,Macho,N,2022-08-31T00:00:00,Negro,,/cont/paginas/proteccionanimal/animal/imagen/4469_1667214030853.png,Casa de Acogida,Disponible,N,992000001059865,,,N,N,S,2022-10-31T12:00:30,2022-10-31T12:00:30,AR0057955,2022-10-31T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4469_1667214030853.png
4398,DIANA,Canina,MESTIZO,Hembra,N,2022-04-07T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4398_1665141833028.png,Cuarentena,Disponible,N,992000001059769,ES,020362735,N,N,S,2022-10-07T13:23:53,2023-02-18T10:41:06,,2022-10-07T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4398_1665141833028.png
4399,MAFIA,Canina,MESTIZO,Hembra,N,2022-04-07T00:00:00,Negro y fuego,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4399_1665142158950.png,Cuarentena,Disponible,N,992000001059788,ES,020362784,N,N,S,2022-10-07T13:29:18,2023-02-16T10:38:17,,2022-10-07T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4399_1665142158950.png
4428,ARCE,Canina,MESTIZO,Macho,S,2021-06-17T00:00:00,Negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4428_1666008151599.png,Guardería,Disponible,N,992000001059783,ES,020366383,N,N,S,2022-10-17T14:02:31,2022-12-09T12:56:51,,2022-10-17T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4428_1666008151599.png
4510,ANTONIO,Felina,COMUN EUROPEO,Macho,N,2022-11-18T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4510_1668844420914.png,Casa de Acogida,Disponible,N,992000001059790,,,N,N,S,2022-11-19T08:53:40,2022-11-24T08:58:50,AR0055099,2022-11-18T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4510_1668844420914.png
4587,QUIRICA,Felina,COMUN EUROPEO,Hembra,N,2022-04-23T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4587_1672225995234.png,Cuarentena,Disponible,N,992000002075898,,,N,S,S,2022-12-28T12:13:15,2023-01-26T11:35:08,AR0060313,2022-12-29T00:00:00,En el CMPA,2023-01-26T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4587_1672225995234.png
4618,VICO,Felina,COMÚN EUROPEO,Macho,N,2022-01-17T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4618_1673955379549.png,Cuarentena,Disponible,N,992000002075992,,,N,N,S,2023-01-17T12:36:19,2023-01-23T12:06:05,AR0060314,2023-01-17T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4618_1673955379549.png
4626,SIMA,Canina,MESTIZO,Hembra,N,2021-01-25T00:00:00,Blanco y negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4626_1674720811662.png,Cuarentena,Disponible,N,992000002075703,ES,020366306,N,N,S,2023-01-23T12:29:03,2023-01-27T07:37:45,,2023-01-25T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4626_1674720811662.png
4429,MOI,Felina,COMÚN EUROPEO,Hembra,N,2022-07-18T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4429_1666076468653.png,Casa de Acogida,Disponible,N,992000001059840,,,N,N,S,2022-10-18T09:01:08,2022-11-10T12:48:45,AR0057085,2022-10-28T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4429_1666076468653.png
4350,PAQUI,Canina,MESTIZO,Hembra,N,2018-09-09T00:00:00,Negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4350_1662706761925.png,Cuarentena,Disponible,N,992000001059825,ES,020372354,N,N,S,2022-09-09T08:59:21,2022-11-19T10:06:48,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4350_1662706761925.png
4364,CHAYANNE,Felina,COMÚN EUROPEO,Macho,N,2022-08-08T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4364_1663243568205.png,Casa de Acogida,Disponible,N,941010000599228,,,N,N,S,2022-09-15T14:05:16,2022-09-20T08:51:03,AR0057923,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4364_1663243568205.png
4451,PIPA,Felina,COMÚN EUROPEO,Hembra,N,2022-06-13T00:00:00,Tricolor,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4451_1666695566140.png,Casa de Acogida,Disponible,N,992000001059779,,,N,N,S,2022-10-25T12:59:26,2022-10-29T11:08:19,AR0056272,2022-10-25T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4451_1666695566140.png
4527,NEMO,Felina,COMÚN EUROPEO,Macho,N,2022-08-20T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4527_1669717392060.png,Casa de Acogida,Disponible,N,992000002075964,,,N,N,N,2022-11-29T11:23:12,2022-11-29T11:23:12,AR0060311,2022-11-29T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4527_1669717392060.png
4533,SLICE,Canina,MESTIZO,Macho,S,2021-12-01T00:00:00,Marrón y crema,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4533_1669890728710.png,CMPA,Disponible,N,941010000910577,ES,020378924,N,S,S,2022-12-01T11:32:08,2023-02-22T13:01:38,,2023-02-22T00:00:00,En el CMPA,2023-02-22T00:00:00,,,,Nave A,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4533_1669890728710.png
4577,KIRIKU,Felina,COMÚN EUROPEO,Macho,N,2022-10-20T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4577_1671524658841.png,Casa de Acogida,Disponible,N,992000002075945,,,N,N,S,2022-12-20T09:24:18,2022-12-20T09:24:18,AR0057086,2022-12-20T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4577_1671524658841.png
4579,FLORIANA,Canina,MESTIZO,Hembra,N,2022-03-21T00:00:00,Atigrado,,/cont/paginas/proteccionanimal/animal/imagen/4579_1671620730973.png,Cuarentena,Disponible,N,992000002076102,ES,020378069,N,N,S,2022-12-21T12:01:33,2022-12-28T07:54:31,,2022-12-21T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4579_1671620730973.png
4580,CHABELA,Canina,MESTIZO,Hembra,N,2022-03-21T00:00:00,Marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4580_1671620559700.png,Cuarentena,Disponible,N,992000002076101,ES,020378068,N,N,S,2022-12-21T12:02:39,2022-12-28T07:54:07,,2022-11-21T00:00:00,,,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4580_1671620559700.png
4598,HADA,Canina,MESTIZO,Hembra,S,2021-12-31T00:00:00,Negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4598_1672476594511.png,Guardería,Disponible,N,992000002075895,ES,020366320,N,N,S,2022-12-31T09:49:08,2023-02-01T10:30:09,,2022-12-31T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4598_1672476594511.png
4600,AMAYA,Canina,MESTIZO,Hembra,N,2021-12-31T00:00:00,Negro y fuego,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4600_1672478939619.png,Cuarentena,Disponible,N,992000002075892,ES,020366319,N,N,S,2022-12-31T10:28:59,2023-01-11T13:01:05,,2022-12-31T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4600_1672478939619.png
4457,DRES,Canina,MESTIZO,Macho,N,2021-10-27T00:00:00,Blanco y marrón,,/cont/paginas/proteccionanimal/animal/imagen/4457_1666856766058.png,Cuarentena,Disponible,N,,ES,,N,N,S,2022-10-27T09:46:06,2022-11-10T14:19:52,,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4457_1666856766058.png
4465,LOGAN,Felina,COMUN EUROPEO,Macho,N,2020-10-29T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4465_1667032000133.png,Casa de Acogida,Disponible,N,992000001059781,,,N,N,S,2022-10-29T10:26:40,2022-12-03T09:44:55,AR0057956,2022-10-29T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4465_1667032000133.png
4486,SUKHA,Felina,COMUN EUROPEO,Hembra,N,2022-08-20T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4486_1668077837975.png,Casa de Acogida,Disponible,N,992000001059803,,,N,N,S,2022-11-10T11:57:17,2022-11-17T13:24:14,AR0057945,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4486_1668077837975.png
4357,HUGO,Canina,MESTIZO,Macho,N,2022-03-13T00:00:00,Blanco y negro,Grande (26-44 kg),/cont/paginas/proteccionanimal/animal/imagen/4357_1663070506457.png,Cuarentena,Disponible,N,941010000739676,ES,020372358,N,N,S,2022-09-13T14:01:46,2022-10-17T09:54:57,,,,,,,3,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4357_1663070506457.png
4448,LLUVIA,Felina,COMÚN EUROPEO,Hembra,N,2021-10-24T00:00:00,Negro y fuego,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4448_1666614381229.png,Casa de Acogida,Disponible,N,992000002075993,,,N,N,S,2022-10-24T14:26:21,2023-01-18T11:33:50,AR0060318,2023-01-18T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4448_1666614381229.png
4535,HOLLY,Felina,COMÚN EUROPEO,Hembra,N,2021-12-03T00:00:00,Carey,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4535_1670072875289.png,Casa de Acogida,Disponible,N,992000002075850,,,N,N,N,2022-12-03T14:07:55,2022-12-03T14:07:55,AR0060301,2022-07-30T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4535_1670072875289.png
4585,ALDO,Felina,,Macho,N,2022-03-27T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4585_1672133544134.png,Parque,Disponible,N,992000002076108,,,N,S,S,2022-12-27T10:32:24,2023-02-10T12:50:24,AR0057087,2022-12-27T00:00:00,En el CMPA,2023-01-26T00:00:00,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4585_1672133544134.png
4591,RAYITO,Felina,COMÚN EUROPEO,Macho,N,2021-12-30T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4591_1672390493578.png,Casa de Acogida,Disponible,N,992000002075897,,,N,N,S,2022-12-30T09:54:53,2022-12-30T09:54:53,AR0057979,2022-12-30T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4591_1672390493578.png
4594,MURPHI,Felina,COMÚN EUROPEO,Macho,N,2022-08-20T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4594_1672392477000.png,Casa de Acogida,Disponible,N,992000002075896,,,N,N,S,2022-12-30T10:27:56,2022-12-30T10:27:56,AR0057098,2022-12-30T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4594_1672392477000.png
4629,NITO,Felina,COMÚN EUROPEO,Macho,N,2022-10-25T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4629_1674640106042.png,Casa de Acogida,Disponible,N,992000002075997,,,N,N,S,2023-01-25T10:48:26,2023-01-27T08:47:47,AR0057997,2023-01-25T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4629_1674640106042.png
4638,MOIRA,Canina,PASTOR ALEMÁN,Hembra,N,2022-04-30T00:00:00,Negro y fuego,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4638_1675155172575.png,Cuarentena,Disponible,N,992000002076034,ES,020378905,N,N,S,2023-01-31T09:52:52,2023-02-03T08:05:15,,2023-02-01T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4638_1675155172575.png
4645,JULIA,Felina,COMÚN EUROPEO,Hembra,N,2022-02-01T00:00:00,Blanco,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4645_1675254662541.png,Cuarentena,Disponible,N,992000002076031,,,N,N,S,2023-02-01T13:31:02,2023-02-08T12:27:48,AR0057942,2023-02-01T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4645_1675254662541.png
4653,ALI,Canina,MESTIZO,Hembra,S,2022-02-06T00:00:00,Blanco y atigrado,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4653_1675675573203.png,Cuarentena,Disponible,N,992000002075978,ES,020378910,N,N,S,2023-02-06T10:26:13,2023-02-10T08:00:47,,2023-02-06T00:00:00,,,Miedoso,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4653_1675675573203.png
4661,LUPO,Canina,MESTIZO,Macho,N,2022-06-08T00:00:00,Negro,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4661_1675861197387.png,Cuarentena,Disponible,N,992000002075977,ES,020378913,N,N,S,2023-02-08T13:59:57,2023-02-15T08:34:44,,2023-02-08T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4661_1675861197387.png
4652,ANDREITA,Canina,MESTIZO,Hembra,N,2021-03-02T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4652_1675428284649.png,Cuarentena,Disponible,N,992000002075971,ES,020378906,N,N,S,2023-02-03T13:44:44,2023-02-07T09:21:15,,2023-02-03T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4652_1675428284649.png
4659,GRU,Felina,COMÚN EUROPEO,Macho,N,2019-02-08T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4659_1675857681091.png,Casa de Acogida,Disponible,N,992000002076040,,,N,N,S,2023-02-08T13:01:21,2023-02-08T13:01:21,AR0061947,2023-02-08T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4659_1675857681091.png
4660,LIDIA,Felina,COMÚN EUROPEO,Hembra,N,2022-06-08T00:00:00,Atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4660_1675857987300.png,Casa de Acogida,Disponible,N,992000002076038,,,N,N,S,2023-02-08T13:06:27,2023-02-08T13:06:27,AR0061942,2022-06-08T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4660_1675857987300.png
4663,LEONCILLA,Felina,PERSA CLÁSICO O TRADICIONAL2¿,Hembra,N,2021-02-10T00:00:00,Negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4663_1676029327354.png,Cuarentena,Disponible,N,941010000944921,,,N,S,S,2023-02-10T12:42:07,2023-02-10T12:42:07,AR0061946,2023-02-10T00:00:00,En el CMPA,2023-02-10T00:00:00,Bueno,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4663_1676029327354.png
4642,HANNA MONTANA,Canina,MESTIZO,Hembra,N,2022-06-01T00:00:00,Blanco y marrón,Mediano (11-25 kg),/cont/paginas/proteccionanimal/animal/imagen/4642_1675243430296.png,Cuarentena,Disponible,N,992000002076035,ES,020378902,N,N,S,2023-02-01T10:23:50,2023-02-21T11:47:49,,2023-02-01T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4642_1675243430296.png
4649,MOQUI,Felina,COMÚN EUROPEO,Macho,N,2022-08-02T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4649_1675340856041.png,Casa de Acogida,Disponible,N,992000002076089,,,N,N,N,2023-02-02T13:27:36,2023-02-10T09:44:05,AR0061485,,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4649_1675340856041.png
4646,DON PEDRO DE LUNA,Felina,COMÚN EUROPEO,Macho,N,2022-04-02T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4646_1675339044818.png,Casa de Acogida,Disponible,N,992000002076090,,,N,N,S,2023-02-02T12:57:24,2023-02-10T09:44:49,AR0061481,2023-02-02T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4646_1675339044818.png
4647,CHIPA,Felina,COMÚN EUROPEO,Hembra,N,2022-05-02T00:00:00,Blanco y marrón,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4647_1675340455248.png,Casa de Acogida,Disponible,N,992000002076087,,,N,N,S,2023-02-02T13:20:55,2023-02-10T09:44:34,AR0061483,2023-02-02T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4647_1675340455248.png
4648,CHIP,Felina,COMÚN EUROPEO,Macho,N,2022-05-02T00:00:00,Blanco y negro,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4648_1675340675944.png,Casa de Acogida,Disponible,N,992000002076086,,,N,N,S,2023-02-02T13:24:35,2023-02-10T09:44:19,AR0061482,2023-02-02T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4648_1675340675944.png
4650,QUIMO,Felina,COMÚN EUROPEO,Macho,N,2022-08-02T00:00:00,Blanco y atigrado,Pequeño (< 10 Kg),/cont/paginas/proteccionanimal/animal/imagen/4650_1675341006494.png,Casa de Acogida,Disponible,N,992000002076088,,,N,N,S,2023-02-02T13:30:06,2023-02-10T09:43:51,AR0061484,2023-02-02T00:00:00,,,,,,,https://www.zaragoza.es/cont/paginas/proteccionanimal/animal/imagen/4650_1675341006494.png
